artist	artist_id	name	album	release_year	header	lyrics
Rakim	10	Uplift	The Master	1999	[Verse 6]	"Ghetto alert, let's do whatever work to get rid of the curse
We went from 1st to America's worst
On this competitive turf, now let's inherit the earth
There's more prize for one another, and call shots
12:00 o'clock 'til the next ball drop
All year around plus they shuffle nonstop
You think it's rough at the bottom, it's even rougher on top
My peeps gonna have to reach and turn for me
And everybody's side of the street'll be sunny
Ain't nothing funny, burn plenty and burn money
And earn money and watch the century turn 20"
Travis Scott	33	THANK GOD	UTOPIA	2023	[Verse 2]	"Got God on the line
Tell the devil I'm fine
He always tryin'
Tryin' his best
Top of the pole
Me and my bros
When the story get told
It's gon' be BMF
This shit sound hard
It wasn't made easy
You can't live twice
Thank God I'm brеathin'
We gotta go now"
50 Cent	19	God Gave Me Style	The Massacre	2005	[Bridge]	"It ain't my fault, I just reach for style
I'm hot, I breaks it down
It ain't my fault, you can't break it down
The way I break it down"
JAY-Z	6	Hola’ Hovito	The Blueprint	2001	[Chorus]	"Hola, Hovito (Yeah, yeah)
Hola, Hovito (Yeah)
Yeah, yeah, that's what they sayin' when that music get to bangin'
Put it down for my people
Hola, Hovito
Hola, Hovito
Yeah, that's what they sayin' when that music get to bangin'
Put it down for my people"
Common	22	Nuthin’ to Do	Resurrection	1994	[Verse 2]	"I got more rhymes than The Manor got folks
Had style since I went to McDowell, wearin' boats
And penny loafers though I had the nickel in mines
We use to hoop in my yard but now I dribble the rhyme
It's like rain drops couldn't make our game stop
Skeeter would hit from the same spot
'til Marlon tore my shit down, get down
Put your body in motion only the strong survive
But on the 6 or the 5
Live is how the sets used to be, at the Racquet
Ball Club with music by, Andre Hatchett
Or either a beat by Pharris at them country club parties
We'd be hot as hell and House studs would yell ""Aight, now money!""
Sauers I would go there, hip-hop clubs were so rare
I liked the music anyways and it was always hoes there
Whitney Young and Kenwood was said to have the best chicks
But mostly Hyde Park and V hoes is who I messed with
The best shit was troopin' to the loop in your precisions
Cut class to get ass, but still go to division (I remember that)
Over Yamela's crib while his old girl was at work
Bust a spoolie on the spread, but still have some on your shirt"
2Pac	18	Me and My Girlfriend	The Don Killuminati: The 7 Day Theory	1996	[Verse 2]	"My girlfriend blacker than the darkest night
When niggas act bitch-made she got the heart to fight
Nigga, my girlfriend, though we separated at times
I knew deep inside, baby girl would always be mine
Picked you up when you was 9
Started out my life of crime with you
Bought you some shells when you turned 22
It's true, nothin' compares to the satisfaction
That I feel when we out mashin'; me and my girlfriend"
50 Cent	19	Stunt 101	Beg for Mercy	2003	[Chorus]	"I teach you how to stunt
My wrists stay rocked up, my TV's pop up in a Maybach Benz
I teach you how to stunt
Nigga you can't see me, my Bentley GT got smoke-gray tints
I teach you how to stunt
My neck stay blinging, my rims stay gleaming, I'm shining, man
I teach you how to stunt
I see you scheming, nigga keep on dreaming, I hurt ya man
I teach you how to stunt"
Big Boi	26	Chonkyfire	Aquemini	1998	[Verse 2]	"To make one bob they head would be the track job
Your job's to spit that fire
Some of y'all MC's take this rhymin' for granted, I won't comply
With that slackin', poppin' and crackin' fourth ward say we snappin'
They want that hardness that oddness that gets a nigga to start this
What's happenin', see if I do what you won't do today boy
Will I live tomorrow like you can't even live 'cause you strayed
Motivational skills lackin', when I see you nigga you packin'
Understand that though, you behind a $75,000 car doe
But still stay with mom though, playing the King like Don doe
You choked up, you was the nigga that supposed to be so locced up
Makin' them think Hip Hop is dead, exhume the body if you ain't scared
And if I see you in the streets I'd dap you down like you was Greg, yeah"
Nas	9	Dead Presidents II	Reasonable Doubt	1996	[Bridge]	"Dead fuckin' presidents to represent me (Whose-)
Dead fuckin' presidents to represent me (Whose-)
Dead fuckin' presidents to represent me (Whose-)
Dead fuckin' presidents to represent me (Whose-)"
Nas	9	Nas Is Like	I Am...	1999	[Verse 1]	"Freedom or jail, clips inserted, a baby's bein' born
Same time a man is murdered — the beginnin' and end
As far as rap go, it's only natural I explain
My plateau and also what defines my name
First it was Nasty, but times have changed
Ask me now, I'm the artist, but hardcore, my sign's for pain
I spent time in the game, kept my mind on fame
Saw fiends shoot up and do lines of cocaine
Saw my close friends shot, flatline, am I sane?
That depends, carry MAC-10's to practice my aim
On rooftops, tape CD covers to trees
Line the barrel up with your weak picture then squeeze
Street scriptures for lost souls in the crossroads
To the corner thugs hustlin' for cars that cost dough
To the big dogs livin' large, takin' it light
Pushin' big toys, gettin' nice, enjoyin' your life
It's what you make it, suicide, few try to take it
Belt tied around they neck in jail cells naked
Heaven and Hell, rap legend, presence is felt
And of course, N-A-S are the letters that spell... (Nas, Nas, Nas)"
JAY-Z	6	Cashmere Thoughts	Reasonable Doubt	1996	[Interlude]	"Whoooh! (That's cashmere baby)
Nah, you know, that's just laid back man
(Man, shit, J to the A to the Y to the Z)
Cashmere baby
(Motherfucking pimp that's what he be)
Cashmere baby
(It don't get no hotter than that baby)
Sho' yo right, sho' yo right
(Them niggas know)"
50 Cent	19	Places to Go	8 Mile	2002	[Outro]	"Ha-ha, man, I ain't' goin' to jail, not even to visit a nigga
You wanna holler at me, you write me
Matter of fact, you gotta send it to Sunset Boulevard up in the Mondrian (Ha-ha-ha)
Ridin' 'round in one of Dre's Ferraris, nigga
Oh, matter of fact, I might be in Detroit ridin' down 8 Mile Road
You know, to one of Em's joints and shit (Ha-ha)
Ya heard? I got places to go, man, you know
Shady/Aftermath, we finna start printin' money (He-he-he-he)
Puttin' Em's face on these motherfuckin' bills, shit (Ha-ha-ha-ha)
Ain't shit you can do about it"
Nas	9	Suspect	It Was Written	1996	[Chorus]	"To the suspect witness — don't come outside
You might get your shit pushed back tonight
(Suspect witness — don't come outside
You might get your shit pushed back tonight)
Suspect witness — don't come outside
You might get your shit pushed back tonight
(Suspect witness — don't come outside
You might get your shit pushed back tonight)"
Snoop Dogg	0	Bitches Ain’t Shit	The Chronic	1992	[Chorus]	"Bitches ain't shit but hoes and tricks
Lick on these nuts, then suck the dick
Gets the fuck out after you're done
Then I hops in my coupe to make a quick run
Bitches ain't shit but hoes and tricks
Lick on these nuts and suck the dick
Gets the fuck out after you're done
Then I hops in my coupe to make a quick run
Bitches ain't shit"
Lupe Fiasco	23	Go Baby	Lupe Fiasco’s The Cool	2007	[Chorus]	"Go baby! (Hoo hoo) Go baby! (Hoo hoo)
Go baby! (Hoo hoo) Go baby! (Hoo hoo)
Go baby! (Hoo hoo) Go baby! (Hoo hoo)
Go baby! (Hoo hoo) Go baby! (Hoo hoo)
Go baby! (Hoo hoo) Go baby! (Hoo hoo)
Go baby! (Hoo hoo) Go baby! (Hoo hoo)
Go baby! (Hoo hoo) Go baby! (Hoo hoo)
Go baby! (Hoo hoo) Go baby! (Hoo hoo)"
Lupe Fiasco	23	Dots & Lines	Tetsuo & Youth	2015	[Verse 2]	"Where the golden means, so the overseer gets overseen
And the over here's are the older things
Can see the bell but don't know the rings
The rings are not sounds, but circles, wear these on your virtues
See through these circles just like Steve Urkel, 'til it's all universal
And it harmonize in like proportion to the larger size
And it's dynamic in the high standard
So each degree has a part to price
See big whirls have little whirls that feed on their velocity
And little whirls have lesser worlds and so on to viscosity"
Havoc	7	Eye for a Eye (Your Beef Is Mines)	The Infamous	1995	[Verse 2]	"A-yo, I gotta get mines, no matter what the consequences
Count all my blessings, add up my weapons
Cock back the gat and let my 9 serve purpose
Sling, do my thing, organize fiend servants
Tryna make a mill is stress, you know the deal
So we sling krills, get your cap peeled, 'cause everythin' is real
Cuz, I wanna chill, laid up in a Jacuzzi
Sippin' bubbly, with my fingers on the Uzi
Try to infiltrate my fort, get caught, dead up in New York
My brain is packed with criminal thoughts
Get your life lost, never found again, my friend
Mission completed, watch you drop in less than ten
On my road to the riches, hittin' snitches off with mad stitches
Your last restin' place'll be a ditch, kid!
No one can stop me — try, your style's sloppy
You wanna be me? You're just an imitation copy
My theme is all about makin' the green
Livin' up in luxury, pushin' phat whips and livin' comfortably"
2Pac	18	Me and My Girlfriend	The Don Killuminati: The 7 Day Theory	1996	[Verse 4]	"I love finger-fuckin' you, all of a sudden I'm hearin' thunder
When you bust a nut, niggas be duckin' or takin' numbers
Love to watch you at a block party, beggin' for drama
While unleashin' on the old-timers, that's on my mama
I would trade my life for yours, behind closed doors
The only girl that I adore, everything I'm askin' for
Talkin' to me, beggin' me to just take you around
Seventeen, like Brandy you just Wanna Be Down
Talkin' loud when I tell you be quiet
You move the crowd, bustin' rounds, activatin' a riot
That's why I love you so, no control, down to roll, unleash
After a hit, you break apart, then back to one piece
Much love to my one and only girlfriend, the world is ours
Just hold me down, baby, witness the power
Never leave a nigga alone, I love you black or chrome
Turn this house into a happy home: me and my girlfriend"
Kendrick Lamar	16	Wesley’s Theory	To Pimp a Butterfly	2015	[Verse 1]	"When I get signed, homie, I'ma act a fool
Hit the dance floor, strobe lights in the room
Snatch your little secretary bitch for the homies
Blue-eyed devil with a fat-ass monkey
I'ma buy a brand new Caddy on vogues
Trunk the hood up, two times, deuce-four
Platinum on everythin', platinum on weddin' ring
Married to the game and a bad bitch chose
When I get signed, homie, I'ma buy a strap
Straight from the CIA, set it on my lap
Take a few M-16s to the hood
Pass 'em all out on the block, what's good?
I'ma put the Compton swap meet by the White House
Republican run up, get socked out
Hit the press with a Cuban link on my neck
Uneducated, but I got a million-dollar check like that"
Jay-Z	12	Money, Cash, Hoes	Vol. 2… Hard Knock Life	1998	[Chorus]	"Money, cash, hoes, money, cash, hoes
Money, cash, hoes, money, cash, hoes
Money, cash, hoes, money, cash, hoes
Money, cash, hoes, hoes, hoes
Money, cash, hoes, money, cash, hoes
Money, cash, hoes, money, cash, hoes
Money, cash, hoes, money, cash, hoes
Money, cash, hoes, hoes, hoes"
Snoop Dogg	0	Let’s Get Blown	R&G (Rhythm & Gangsta): The Masterpiece	2004	[Verse 1]	"I'm just looking, mm-mm-mm
Looking at the ladies
All of them fly
I don't know which one I want, dawg
I can't make up my mind, girl
So won't you make it easy on me?
And take this drink, then hit this weed
Two step wit me, let's slip to the dance floor
On and on and on and on we go
I'll dip you if you want me to
You see I really wanna get a little front with you
Biggidy bump with you
A nigga wanna hump you, and then just comfort you
And then I'll pop the top
And lay you on the cot, and get you nice and hot
Yeah yeah, it's all to the real
We could do it like Guy, come on girl, let's chill"
